feature,iter_17
HighBP,0.006831522969367093
HighChol,0.0004402595988436779
CholCheck,0.0
BMI,0.01449649598914642
Smoker,0.058762752506675335
Stroke,0.004793560095347689
HeartDiseaseorAttack,0.02004831135371223
PhysActivity,0.042021426253346414
Fruits,0.020446678046534585
Veggies,0.06406714379281257
HvyAlcoholConsump,0.0026675351953063644
AnyHealthcare,0.0
NoDocbcCost,0.0029279472981104397
GenHlth,0.03261170691957614
MentHlth,0.01146051146442237
PhysHlth,0.012779974891561383
DiffWalk,0.04453210290094987
Sex,0.006817139679988845
Age,0.07023162298362032
Education,0.008874998981778005
Income,0.049971633831834526
