feature,iter_7
HighBP,0.08052419839143977
HighChol,0.031130997160809425
CholCheck,0.0
BMI,0.030005149994547342
Smoker,0.001929239211738479
Stroke,0.005200500267782895
HeartDiseaseorAttack,0.00426575763395993
PhysActivity,0.016687718047797114
Fruits,0.007981852209275404
Veggies,0.00829500110620457
HvyAlcoholConsump,0.001583025341070594
AnyHealthcare,0.002921323623825583
NoDocbcCost,0.01619932751570116
GenHlth,0.020605688497973507
MentHlth,0.019529119434040555
PhysHlth,0.015866835071224356
DiffWalk,0.014031603459595776
Sex,0.0033214930699004986
Age,0.14151319982304178
Education,0.018100320912111556
Income,0.03874752127919968
