feature,iter_11
HighBP,0.026660974209039224
HighChol,0.017242489905693256
CholCheck,0.0
BMI,0.13299790682150966
Smoker,0.013392197635916458
Stroke,0.006070246846336221
HeartDiseaseorAttack,0.003964928189509339
PhysActivity,0.009446227252853613
Fruits,0.009634214715961974
Veggies,0.00582083742252379
HvyAlcoholConsump,0.0
AnyHealthcare,0.0
NoDocbcCost,0.0
GenHlth,0.018506847553275363
MentHlth,0.0415673811875852
PhysHlth,0.05441770669054049
DiffWalk,0.012200442146379754
Sex,0.02858911955867611
Age,0.02495960306259033
Education,0.015841996109512563
Income,0.025542442732678937
