feature,iter_1
HighBP,0.01396792818728503
HighChol,0.1505249804655232
CholCheck,0.0035626906568453315
BMI,0.03485881936167526
Smoker,0.04320507842861818
Stroke,0.0049373047488825575
HeartDiseaseorAttack,0.03236250814427083
PhysActivity,0.008129496911031884
Fruits,0.02130768164307704
Veggies,0.005113289798338564
HvyAlcoholConsump,0.007873764886022289
AnyHealthcare,0.000936022900114795
NoDocbcCost,0.0
GenHlth,0.019821712369132365
MentHlth,0.013824416939546391
PhysHlth,0.0068593232422904
DiffWalk,0.0027519949714935182
Sex,0.005991998627567679
Age,0.01983780504781815
Education,0.017267780284465257
Income,0.03728756504174224
