feature,iter_15
HighBP,0.03038825836566965
HighChol,0.19624585842434475
CholCheck,0.0
BMI,0.08483435941278869
Smoker,0.00829960281961885
Stroke,0.0
HeartDiseaseorAttack,0.004995818152562661
PhysActivity,0.009065301987646804
Fruits,0.020633214941805256
Veggies,0.008932537543635159
HvyAlcoholConsump,0.0008644768433896214
AnyHealthcare,0.0
NoDocbcCost,0.0033337554189645925
GenHlth,0.027710819554642857
MentHlth,0.0014533239778718428
PhysHlth,0.007494033837742296
DiffWalk,0.002021713139922733
Sex,0.031475630513639434
Age,0.030069268875314997
Education,0.007986630788048787
Income,0.010425070790577933
